Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Features_K,Score_Function,Best_Params,Precision_post-void,Recall_post-void,F1_post-void,Precision_pre-void,Recall_pre-void,F1_pre-void,Precision_void,Recall_void,F1_void,HP_selector__k,HP_selector__score_func,HP_clf__n_estimators,HP_clf__max_depth,HP_clf__min_samples_split,HP_clf__min_samples_leaf,HP_clf__max_features,HP_clf__bootstrap,HP_clf__class_weight,HP_clf__learning_rate,HP_clf__subsample,HP_clf__colsample_bytree,HP_clf__min_child_weight,HP_clf__gamma,HP_clf__reg_alpha,HP_clf__reg_lambda,HP_clf__criterion,HP_clf__splitter
RF,1,0.7689,0.7817,0.7652,0.7719,0.7735,0.7689,0.7696,31,f_classif,"{'selector__k': 31, 'selector__score_func': 'f_classif', 'clf__n_estimators': 358, 'clf__max_depth': 10, 'clf__min_samples_split': 12, 'clf__min_samples_leaf': 9, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}",0.8565,0.7491,0.7992,0.7603,0.7603,0.7603,0.7284,0.7862,0.7562,31.0,f_classif,358.0,10.0,12.0,9.0,log2,True,balanced,,,,,,,,,
RF,2,0.6406,0.6663,0.6195,0.6267,0.6713,0.6406,0.6411,21,f_classif,"{'selector__k': 21, 'selector__score_func': 'f_classif', 'clf__n_estimators': 339, 'clf__max_depth': 10, 'clf__min_samples_split': 16, 'clf__min_samples_leaf': 2, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': None}",0.6817,0.7851,0.7298,0.8463,0.5125,0.6384,0.4709,0.5609,0.512,21.0,f_classif,339.0,10.0,16.0,2.0,sqrt,True,,,,,,,,,,
RF,3,0.741,0.7434,0.7559,0.7196,0.7638,0.741,0.7186,84,f_classif,"{'selector__k': 84, 'selector__score_func': 'f_classif', 'clf__n_estimators': 253, 'clf__max_depth': 6, 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}",0.7377,0.9782,0.8411,0.6555,0.8477,0.7393,0.837,0.4418,0.5783,84.0,f_classif,253.0,6.0,10.0,10.0,sqrt,True,balanced,,,,,,,,,
RF,4,0.7782,0.7835,0.7956,0.7762,0.8145,0.7782,0.7832,73,f_classif,"{'selector__k': 73, 'selector__score_func': 'f_classif', 'clf__n_estimators': 395, 'clf__max_depth': 17, 'clf__min_samples_split': 7, 'clf__min_samples_leaf': 5, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': None}",0.9933,0.7179,0.8334,0.6569,0.8685,0.748,0.7003,0.8006,0.7471,73.0,f_classif,395.0,17.0,7.0,5.0,sqrt,True,,,,,,,,,,
RF,5,0.8039,0.8043,0.7804,0.7911,0.8058,0.8039,0.8037,73,f_classif,"{'selector__k': 73, 'selector__score_func': 'f_classif', 'clf__n_estimators': 453, 'clf__max_depth': 13, 'clf__min_samples_split': 11, 'clf__min_samples_leaf': 5, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': None}",0.721,0.6887,0.7045,0.8959,0.8026,0.8467,0.7961,0.85,0.8222,73.0,f_classif,453.0,13.0,11.0,5.0,sqrt,True,,,,,,,,,,
XGB,1,0.7646,0.7825,0.753,0.7648,0.7709,0.7646,0.7648,21,f_classif,"{'selector__k': 21, 'selector__score_func': 'f_classif', 'clf__n_estimators': 80, 'clf__max_depth': 6, 'clf__learning_rate': 0.029477785275823367, 'clf__subsample': 0.7332561018776773, 'clf__colsample_bytree': 0.7884835717678892, 'clf__min_child_weight': 1, 'clf__gamma': 3.724593742599014, 'clf__reg_alpha': 1.2784669606168308, 'clf__reg_lambda': 1.0887202918451606}",0.8507,0.7675,0.807,0.7838,0.6818,0.7293,0.713,0.8096,0.7582,21.0,f_classif,80.0,6.0,,,,,,0.029477785275823367,0.7332561018776773,0.7884835717678892,1.0,3.724593742599014,1.2784669606168308,1.0887202918451606,,
XGB,2,0.6551,0.6865,0.6315,0.6385,0.6888,0.6551,0.6529,21,f_classif,"{'selector__k': 21, 'selector__score_func': 'f_classif', 'clf__n_estimators': 224, 'clf__max_depth': 5, 'clf__learning_rate': 0.028700027342638906, 'clf__subsample': 0.636732706907325, 'clf__colsample_bytree': 0.8396158297716653, 'clf__min_child_weight': 4, 'clf__gamma': 4.9382408419263095, 'clf__reg_alpha': 1.167998398085843, 'clf__reg_lambda': 0.8004955724585501}",0.6809,0.8177,0.743,0.8799,0.4993,0.6371,0.4988,0.5776,0.5353,21.0,f_classif,224.0,5.0,,,,,,0.028700027342638906,0.636732706907325,0.8396158297716653,4.0,4.9382408419263095,1.167998398085843,0.8004955724585501,,
XGB,3,0.7598,0.7745,0.7569,0.7451,0.7772,0.7598,0.7431,21,f_classif,"{'selector__k': 21, 'selector__score_func': 'f_classif', 'clf__n_estimators': 228, 'clf__max_depth': 3, 'clf__learning_rate': 0.012384056583859014, 'clf__subsample': 0.8162442035018087, 'clf__colsample_bytree': 0.7731310840929971, 'clf__min_child_weight': 4, 'clf__gamma': 3.9186550501077693, 'clf__reg_alpha': 1.8824985228776248, 'clf__reg_lambda': 0.23455163517266536}",0.7285,0.992,0.8401,0.7574,0.7744,0.7658,0.8377,0.5043,0.6296,21.0,f_classif,228.0,3.0,,,,,,0.012384056583859014,0.8162442035018087,0.7731310840929971,4.0,3.9186550501077693,1.8824985228776248,0.23455163517266536,,
XGB,4,0.7843,0.8049,0.806,0.7912,0.8188,0.7843,0.7854,10,f_classif,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 193, 'clf__max_depth': 3, 'clf__learning_rate': 0.014594175106385015, 'clf__subsample': 0.9147502445979997, 'clf__colsample_bytree': 0.6776962470522403, 'clf__min_child_weight': 3, 'clf__gamma': 1.5493298724343494, 'clf__reg_alpha': 1.6017621493288299, 'clf__reg_lambda': 1.3379200102450803}",0.9734,0.6705,0.7941,0.751,0.8957,0.817,0.6904,0.8519,0.7627,10.0,f_classif,193.0,3.0,,,,,,0.014594175106385015,0.9147502445979997,0.6776962470522403,3.0,1.5493298724343494,1.6017621493288299,1.3379200102450803,,
XGB,5,0.7767,0.781,0.7396,0.7569,0.7806,0.7767,0.7754,94,f_classif,"{'selector__k': 94, 'selector__score_func': 'f_classif', 'clf__n_estimators': 281, 'clf__max_depth': 8, 'clf__learning_rate': 0.011711509955524094, 'clf__subsample': 0.8430179407605753, 'clf__colsample_bytree': 0.6682096494749166, 'clf__min_child_weight': 1, 'clf__gamma': 4.7444276862666666, 'clf__reg_alpha': 1.9312640661491187, 'clf__reg_lambda': 1.6167946962329223}",0.6647,0.591,0.6257,0.9182,0.7787,0.8427,0.7603,0.849,0.8022,94.0,f_classif,281.0,8.0,,,,,,0.011711509955524094,0.8430179407605753,0.6682096494749166,1.0,4.7444276862666666,1.9312640661491187,1.6167946962329223,,
DT,1,0.6068,0.6165,0.6213,0.6167,0.6126,0.6068,0.6078,52,f_classif,"{'selector__k': 52, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}",0.7416,0.6882,0.7139,0.5309,0.6384,0.5797,0.5772,0.5374,0.5566,52.0,f_classif,,2.0,20.0,10.0,sqrt,,balanced,,,,,,,,gini,best
DT,2,0.6105,0.5773,0.5818,0.5777,0.5968,0.6105,0.6019,42,f_classif,"{'selector__k': 42, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__min_samples_split': 13, 'clf__min_samples_leaf': 5, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': 'balanced'}",0.7163,0.787,0.75,0.5934,0.6121,0.6026,0.4223,0.3463,0.3805,42.0,f_classif,,3.0,13.0,5.0,,,balanced,,,,,,,,gini,random
DT,3,0.7014,0.7491,0.6757,0.6793,0.7248,0.7014,0.6767,10,f_classif,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 19, 'clf__min_samples_leaf': 9, 'clf__max_features': None, 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}",0.6603,1.0,0.7954,0.8411,0.6071,0.7052,0.7458,0.4199,0.5373,10.0,f_classif,,2.0,19.0,9.0,,,balanced,,,,,,,,gini,best
DT,4,0.591,0.3885,0.6651,0.4746,0.3968,0.591,0.4635,42,f_classif,"{'selector__k': 42, 'selector__score_func': 'f_classif', 'clf__criterion': 'entropy', 'clf__max_depth': 1, 'clf__min_samples_split': 11, 'clf__min_samples_leaf': 10, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': 'balanced'}",0.7972,0.9952,0.8853,0.3684,1.0,0.5385,0.0,0.0,0.0,42.0,f_classif,,1.0,11.0,10.0,,,balanced,,,,,,,,entropy,random
DT,5,0.6733,0.6867,0.7551,0.684,0.7338,0.6733,0.6661,73,f_classif,"{'selector__k': 73, 'selector__score_func': 'f_classif', 'clf__criterion': 'entropy', 'clf__max_depth': 3, 'clf__min_samples_split': 7, 'clf__min_samples_leaf': 8, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': 'balanced'}",0.5086,0.934,0.6586,0.7239,0.8416,0.7783,0.8275,0.4896,0.6152,73.0,f_classif,,3.0,7.0,8.0,,,balanced,,,,,,,,entropy,random
RF,MEAN,0.7465,0.7558,0.7433,0.7371,0.7658,0.7465,0.7432,N/A,N/A,N/A,0.798,0.7838,0.7816,0.763,0.7583,0.7465,0.7065,0.6879,0.6832,,,,,,,,,,,,,,,,,,
RF,STD,0.0633,0.0547,0.0708,0.0674,0.0569,0.0633,0.0652,N/A,N/A,N/A,0.1271,0.1144,0.0616,0.1089,0.1436,0.0741,0.1424,0.177,0.1314,,,,,,,,,,,,,,,,,,
XGB,MEAN,0.7481,0.7659,0.7374,0.7393,0.7673,0.7481,0.7443,N/A,N/A,N/A,0.7796,0.7677,0.762,0.8181,0.726,0.7584,0.7,0.7185,0.6976,,,,,,,,,,,,,,,,,,
XGB,STD,0.0529,0.0458,0.0643,0.0588,0.0477,0.0529,0.0535,N/A,N/A,N/A,0.1305,0.1529,0.0838,0.0762,0.1477,0.0809,0.1258,0.165,0.1116,,,,,,,,,,,,,,,,,,
DT,MEAN,0.6366,0.6036,0.6598,0.6065,0.613,0.6366,0.6032,N/A,N/A,N/A,0.6848,0.8809,0.7606,0.6115,0.7398,0.6409,0.5146,0.3586,0.4179,,,,,,,,,,,,,,,,,,
DT,STD,0.0479,0.1371,0.0651,0.0861,0.1361,0.0479,0.085,N/A,N/A,N/A,0.1101,0.1379,0.0858,0.1812,0.1748,0.0984,0.3273,0.2131,0.2492,,,,,,,,,,,,,,,,,,
